sno,total,available_rent_bikes,available_return_bikes,infoTime
500101022,99,18,37,2024-12-20 00:07:14
500101022,99,15,40,2024-12-20 00:18:15
500101022,99,14,41,2024-12-20 00:28:14
500101022,99,12,43,2024-12-20 00:39:15
500101022,99,6,49,2024-12-20 00:54:15
500101022,99,5,50,2024-12-20 01:03:15
500101022,99,4,51,2024-12-20 01:15:15
500101022,99,9,46,2024-12-20 01:38:15
500101022,99,10,45,2024-12-20 01:44:15
500101022,99,9,46,2024-12-20 02:22:16
500101022,99,15,40,2024-12-20 03:19:15
500101022,99,40,18,2024-12-20 03:27:15
500101022,99,41,17,2024-12-20 03:49:15
500101022,99,40,18,2024-12-20 04:15:15
500101022,99,39,19,2024-12-20 05:58:15
500101022,99,38,20,2024-12-20 06:09:15
500101022,99,36,22,2024-12-20 06:29:15
500101022,99,34,24,2024-12-20 06:39:14
500101022,99,33,25,2024-12-20 06:44:15
500101022,99,38,22,2024-12-20 06:59:15
500101022,99,50,15,2024-12-20 07:08:15
500101022,99,44,21,2024-12-20 07:18:15
500101022,99,11,54,2024-12-20 07:38:15
500101022,99,25,40,2024-12-20 07:49:15
500101022,99,20,45,2024-12-20 07:59:15
500101022,99,44,54,2024-12-20 08:08:15
500101022,99,22,76,2024-12-20 08:19:15
500101022,99,8,90,2024-12-20 08:28:15
500101022,99,6,92,2024-12-20 08:38:15
500101022,99,6,92,2024-12-20 08:49:15
500101022,99,5,93,2024-12-20 08:57:15
500101022,99,7,91,2024-12-20 09:08:15
500101022,99,4,94,2024-12-20 09:17:15
500101022,99,4,94,2024-12-20 09:24:15
500101022,99,5,93,2024-12-20 09:31:14
500101022,99,3,95,2024-12-20 09:49:16
500101022,99,1,97,2024-12-20 09:57:16
500101022,99,2,96,2024-12-20 10:08:16
500101022,99,2,96,2024-12-20 10:17:15
500101022,99,1,97,2024-12-20 10:28:16
500101022,99,5,93,2024-12-20 10:58:15
500101022,99,3,95,2024-12-20 11:08:15
500101022,99,6,92,2024-12-20 11:19:16
500101022,99,15,83,2024-12-20 11:29:15
500101022,99,10,88,2024-12-20 11:39:16
500101022,99,1,97,2024-12-20 11:47:14
