sno,total,available_rent_bikes,available_return_bikes,infoTime,source_file
500119068,66,1,64,2024-12-04 01:44:15,2024-12-04.csv
500101022,99,10,42,2024-12-04 03:17:14,2024-12-04.csv
500101032,61,50,11,2024-12-04 21:38:14,2024-12-04.csv
500119006,92,4,88,2024-12-04 21:36:15,2024-12-04.csv
500119049,99,1,98,2024-12-04 01:39:14,2024-12-04.csv
500119006,92,20,72,2024-12-04 01:53:15,2024-12-04.csv
500101032,61,60,1,2024-12-04 01:57:14,2024-12-04.csv
500101032,61,49,12,2024-12-04 21:47:15,2024-12-04.csv
500101181,99,43,56,2024-12-04 04:05:17,2024-12-04.csv
500101022,99,33,19,2024-12-04 03:48:14,2024-12-04.csv
500101032,61,53,8,2024-12-04 22:14:14,2024-12-04.csv
500119006,92,11,81,2024-12-04 22:36:15,2024-12-04.csv
500119048,53,31,22,2024-12-04 00:54:15,2024-12-04.csv
500101032,61,59,2,2024-12-04 23:08:14,2024-12-04.csv
500101181,99,48,51,2024-12-04 23:57:14,2024-12-04.csv
500101181,99,66,33,2024-12-04 22:07:14,2024-12-04.csv
500119006,92,14,78,2024-12-04 23:18:14,2024-12-04.csv
500101022,99,25,34,2024-12-04 23:17:14,2024-12-04.csv
500101022,99,12,40,2024-12-04 01:07:14,2024-12-04.csv
500119006,92,21,71,2024-12-04 00:33:14,2024-12-04.csv
500119048,53,25,28,2024-12-04 07:13:15,2024-12-04.csv
500119068,66,21,44,2024-12-04 08:56:15,2024-12-04.csv
500101181,99,44,54,2024-12-04 06:17:14,2024-12-04.csv
500119096,99,27,71,2024-12-04 08:38:15,2024-12-04.csv
500119006,92,16,76,2024-12-04 07:47:14,2024-12-04.csv
500119096,99,18,80,2024-12-04 08:46:14,2024-12-04.csv
500119049,99,18,81,2024-12-04 08:16:14,2024-12-04.csv
500101022,99,2,94,2024-12-04 08:08:15,2024-12-04.csv
500101022,99,43,1,2024-12-04 19:38:15,2024-12-04.csv
500101022,99,44,1,2024-12-04 18:09:17,2024-12-04.csv
500119048,53,52,1,2024-12-04 20:37:14,2024-12-04.csv
500101022,99,47,2,2024-12-04 20:58:15,2024-12-04.csv
500119048,53,50,3,2024-12-04 18:19:16,2024-12-04.csv
500119048,53,49,4,2024-12-04 21:07:16,2024-12-04.csv
500101181,99,94,5,2024-12-04 21:28:15,2024-12-04.csv
500101022,99,42,7,2024-12-04 20:28:16,2024-12-04.csv
500101022,99,37,12,2024-12-04 21:08:15,2024-12-04.csv
500119068,66,36,30,2024-12-04 17:49:15,2024-12-04.csv
500119077,56,11,45,2024-12-04 18:57:15,2024-12-04.csv
500101032,61,12,49,2024-12-04 19:58:15,2024-12-04.csv
500101022,99,45,54,2024-12-04 17:55:17,2024-12-04.csv
500119049,99,43,55,2024-12-04 18:19:16,2024-12-04.csv
500119077,56,1,55,2024-12-04 21:14:15,2024-12-04.csv
500101032,61,4,57,2024-12-04 19:02:14,2024-12-04.csv
500101032,61,0,61,2024-12-04 18:59:15,2024-12-04.csv
500119096,99,36,63,2024-12-04 21:21:15,2024-12-04.csv
500119068,66,2,64,2024-12-04 21:23:15,2024-12-04.csv
500119096,99,35,64,2024-12-04 21:12:15,2024-12-04.csv
500119059,68,0,68,2024-12-04 21:28:15,2024-12-04.csv
500119059,68,0,68,2024-12-04 18:27:15,2024-12-04.csv
500119096,99,30,69,2024-12-04 19:30:15,2024-12-04.csv
500119006,92,11,81,2024-12-04 17:38:15,2024-12-04.csv
500119006,92,2,90,2024-12-04 19:17:15,2024-12-04.csv
500101181,99,14,85,2024-12-04 02:06:14,2024-12-04.csv
500119068,66,30,21,2024-12-04 17:09:15,2024-12-04.csv
500119068,66,26,22,2024-12-04 13:58:14,2024-12-04.csv
500119068,66,25,23,2024-12-04 13:46:14,2024-12-04.csv
500119048,53,26,27,2024-12-04 16:29:15,2024-12-04.csv
500119049,99,39,39,2024-12-04 16:38:16,2024-12-04.csv
500101022,99,50,49,2024-12-04 17:19:15,2024-12-04.csv
500119048,53,0,53,2024-12-04 13:58:15,2024-12-04.csv
500101032,61,3,58,2024-12-04 13:48:14,2024-12-04.csv
500119059,68,8,60,2024-12-04 13:48:14,2024-12-04.csv
500119059,68,6,62,2024-12-04 14:32:15,2024-12-04.csv
500119006,92,23,69,2024-12-04 15:58:15,2024-12-04.csv
500119006,92,22,70,2024-12-04 15:42:14,2024-12-04.csv
500119006,92,19,73,2024-12-04 16:26:15,2024-12-04.csv
500101181,99,20,79,2024-12-04 15:19:15,2024-12-04.csv
500101181,99,19,80,2024-12-04 15:28:15,2024-12-04.csv
500101022,99,7,90,2024-12-04 14:28:15,2024-12-04.csv
500101181,99,4,95,2024-12-04 14:28:15,2024-12-04.csv
500119096,99,2,97,2024-12-04 15:29:14,2024-12-04.csv
500101022,99,16,36,2024-12-04 00:32:14,2024-12-04.csv
500101022,99,15,37,2024-12-04 00:48:15,2024-12-04.csv
500119068,66,48,0,2024-12-04 11:45:17,2024-12-04.csv
500119077,56,36,11,2024-12-04 10:37:14,2024-12-04.csv
500101022,99,64,32,2024-12-04 12:38:14,2024-12-04.csv
500119077,56,4,43,2024-12-04 12:23:14,2024-12-04.csv
500119059,68,24,44,2024-12-04 11:37:16,2024-12-04.csv
500119049,99,53,46,2024-12-04 10:10:16,2024-12-04.csv
500119048,53,1,52,2024-12-04 12:07:15,2024-12-04.csv
500119048,53,1,52,2024-12-04 10:09:15,2024-12-04.csv
500101032,61,6,55,2024-12-04 12:58:15,2024-12-04.csv
500101032,61,1,60,2024-12-04 10:24:15,2024-12-04.csv
500101032,61,0,61,2024-12-04 09:48:15,2024-12-04.csv
500101032,61,0,61,2024-12-04 11:47:14,2024-12-04.csv
500119006,92,7,85,2024-12-04 12:08:14,2024-12-04.csv
500119006,92,2,90,2024-12-04 09:45:15,2024-12-04.csv
500119006,92,2,90,2024-12-04 10:28:15,2024-12-04.csv
500101181,99,7,91,2024-12-04 12:57:14,2024-12-04.csv
500101022,99,4,92,2024-12-04 13:08:15,2024-12-04.csv
500101022,99,3,93,2024-12-04 11:08:15,2024-12-04.csv
500101181,99,4,94,2024-12-04 12:18:14,2024-12-04.csv
500101181,99,0,98,2024-12-04 09:47:15,2024-12-04.csv
500101181,99,0,98,2024-12-04 10:22:16,2024-12-04.csv
500101181,99,0,98,2024-12-04 10:46:15,2024-12-04.csv
500119096,99,0,98,2024-12-04 12:05:16,2024-12-04.csv
500101022,99,36,13,2024-12-04 21:38:15,2024-12-04.csv
500119059,68,0,68,2024-12-04 21:30:20,2024-12-04.csv
500101022,99,13,39,2024-12-04 01:17:15,2024-12-04.csv
500119096,99,54,45,2024-12-04 23:26:15,2024-12-04.csv
500101032,61,56,5,2024-12-04 23:46:14,2024-12-04.csv
500101181,99,18,81,2024-12-04 22:37:14,2024-12-04.csv
500101022,99,3,45,2024-12-04 22:08:16,2024-12-04.csv
500119048,53,46,7,2024-12-04 22:04:15,2024-12-04.csv
500119006,92,8,84,2024-12-04 22:14:15,2024-12-04.csv
500119096,99,43,56,2024-12-04 22:18:14,2024-12-04.csv
500101181,99,97,1,2024-12-04 07:38:15,2024-12-04.csv
500101032,61,57,3,2024-12-04 06:46:14,2024-12-04.csv
500101032,61,56,4,2024-12-04 07:06:14,2024-12-04.csv
500101032,61,52,8,2024-12-04 07:25:15,2024-12-04.csv
500119048,53,16,37,2024-12-04 07:38:15,2024-12-04.csv
500101022,99,32,48,2024-12-04 07:38:15,2024-12-04.csv
500119048,53,0,53,2024-12-04 08:56:15,2024-12-04.csv
500119068,66,4,61,2024-12-04 08:37:15,2024-12-04.csv
500101181,99,35,63,2024-12-04 07:07:14,2024-12-04.csv
