sno,total,available_rent_bikes,available_return_bikes,infoTime
500119059,68,1,67,2024-09-24 00:33:15
500101032,61,60,0,2024-09-24 00:18:15
500119006,92,66,26,2024-09-24 00:23:17
500119049,99,2,96,2024-09-24 01:23:17
500101022,99,9,36,2024-09-24 00:27:17
500119006,92,67,25,2024-09-24 02:38:17
500101022,99,9,36,2024-09-24 04:15:18
500119006,92,68,24,2024-09-24 03:40:17
500119077,56,0,56,2024-09-24 21:21:15
500119049,99,1,96,2024-09-24 23:52:16
500119006,92,75,17,2024-09-24 23:23:16
500101181,99,15,64,2024-09-24 23:29:16
500101181,99,16,63,2024-09-24 23:28:17
500101032,61,60,0,2024-09-24 03:37:15
500101022,99,28,12,2024-09-24 22:06:17
500119096,99,47,52,2024-09-24 22:07:18
500101032,61,58,1,2024-09-24 22:06:17
500119049,99,1,96,2024-09-24 21:30:17
500119096,99,40,59,2024-09-24 21:34:17
500101181,99,62,17,2024-09-24 21:57:17
500101181,99,79,0,2024-09-24 19:58:18
500101181,99,79,0,2024-09-24 20:47:16
500101181,99,79,0,2024-09-24 21:08:18
500119048,53,53,0,2024-09-24 20:00:19
500119048,53,53,0,2024-09-24 18:06:15
500101022,99,29,1,2024-09-24 17:58:21
500101022,99,29,1,2024-09-24 18:27:19
500101022,99,29,1,2024-09-24 21:08:18
500101181,99,78,1,2024-09-24 20:18:15
500119048,53,52,1,2024-09-24 20:57:15
500101181,99,96,2,2024-09-24 17:48:21
500101181,99,77,2,2024-09-24 21:28:16
500101181,99,77,2,2024-09-24 19:08:19
500119048,53,51,2,2024-09-24 20:28:17
500101022,99,26,4,2024-09-24 17:48:21
500101022,99,24,6,2024-09-24 19:48:17
500101022,99,23,7,2024-09-24 20:08:17
500101022,99,11,19,2024-09-24 20:18:18
500119077,56,35,21,2024-09-24 18:38:19
500101032,61,36,23,2024-09-24 20:38:17
500119077,56,32,24,2024-09-24 20:28:17
500119077,56,32,24,2024-09-24 19:27:17
500119049,99,65,32,2024-09-24 19:28:18
500101032,61,25,34,2024-09-24 20:03:17
500119077,56,17,34,2024-09-24 17:58:21
500119049,99,62,35,2024-09-24 19:08:19
500119077,56,15,41,2024-09-24 21:08:18
500119006,92,50,42,2024-09-24 21:18:17
500119049,99,55,42,2024-09-24 19:47:18
500119006,92,49,43,2024-09-24 21:26:17
500119068,66,0,43,2024-09-24 17:27:15
500119068,66,0,43,2024-09-24 17:55:16
500101032,61,10,49,2024-09-24 17:28:19
500119049,99,45,52,2024-09-24 20:07:19
500119006,92,37,55,2024-09-24 20:37:17
500119059,68,12,56,2024-09-24 17:28:17
500101032,61,1,58,2024-09-24 17:47:21
500119049,99,38,59,2024-09-24 20:27:17
500119006,92,29,63,2024-09-24 19:55:22
500119068,66,0,66,2024-09-24 21:06:15
500119059,68,1,67,2024-09-24 17:50:22
500119059,68,1,67,2024-09-24 18:08:24
500119059,68,1,67,2024-09-24 18:55:16
500119049,99,26,71,2024-09-24 20:58:18
500119096,99,27,72,2024-09-24 19:22:18
500119096,99,27,72,2024-09-24 19:43:18
500119096,99,24,75,2024-09-24 18:50:19
500119006,92,14,78,2024-09-24 18:37:19
500119096,99,19,80,2024-09-24 17:30:22
500119096,99,19,80,2024-09-24 17:57:21
500119049,99,1,96,2024-09-24 21:17:17
500101032,61,59,2,2024-09-24 04:05:17
500119068,66,34,0,2024-09-24 11:34:16
500119068,66,34,0,2024-09-24 10:17:15
500119077,56,43,0,2024-09-24 11:08:15
500119077,56,43,0,2024-09-24 12:08:15
500119049,99,61,1,2024-09-24 09:36:19
500119049,99,56,5,2024-09-24 10:38:17
500119068,66,29,5,2024-09-24 11:17:19
500119049,99,55,6,2024-09-24 11:18:18
500119068,66,20,19,2024-09-24 13:07:20
500119049,99,38,26,2024-09-24 12:38:18
500101022,99,40,31,2024-09-24 12:28:18
500119068,66,26,38,2024-09-24 09:48:18
500119059,68,20,48,2024-09-24 10:38:17
500101032,61,8,50,2024-09-24 09:12:18
500119048,53,2,51,2024-09-24 12:56:17
500119048,53,0,53,2024-09-24 10:18:18
500101032,61,1,57,2024-09-24 10:47:16
500101032,61,1,57,2024-09-24 11:05:19
500119059,68,10,58,2024-09-24 11:08:19
500119059,68,9,59,2024-09-24 11:58:17
500119096,99,38,61,2024-09-24 11:46:18
500119096,99,33,66,2024-09-24 13:08:18
500101181,99,27,68,2024-09-24 12:48:18
500101022,99,1,70,2024-09-24 10:18:18
500101022,99,0,71,2024-09-24 09:37:18
500119006,92,16,76,2024-09-24 11:57:19
500119006,92,3,89,2024-09-24 10:48:17
500119006,92,3,89,2024-09-24 09:06:18
500101181,99,3,92,2024-09-24 11:08:19
500101181,99,3,92,2024-09-24 11:25:19
500101181,99,2,93,2024-09-24 10:28:17
500101181,99,0,95,2024-09-24 11:48:18
500101181,99,0,95,2024-09-24 11:58:18
500101181,99,0,95,2024-09-24 09:38:14
500119096,99,0,99,2024-09-24 10:29:15
