sno,total,available_rent_bikes,available_return_bikes,infoTime
500119048,53,37,16,2024-10-09 06:53:18
500119068,66,65,1,2024-10-09 09:07:19
500119077,56,46,1,2024-10-09 11:03:15
500119049,99,61,3,2024-10-09 10:45:18
500119077,56,48,7,2024-10-09 08:45:19
500119068,66,45,12,2024-10-09 09:46:18
500101032,61,43,17,2024-10-09 07:28:18
500119077,56,31,24,2024-10-09 08:27:21
500119048,53,26,27,2024-10-09 07:37:17
500119068,66,37,29,2024-10-09 09:38:17
500119068,66,37,29,2024-10-09 08:58:21
500119006,92,61,31,2024-10-09 07:15:20
500119006,92,60,32,2024-10-09 07:44:18
500119048,53,17,36,2024-10-09 07:48:18
500101032,61,23,37,2024-10-09 08:48:19
500101181,99,57,41,2024-10-09 07:28:17
500101032,61,17,43,2024-10-09 10:56:19
500119049,99,48,43,2024-10-09 08:58:21
500101032,61,13,47,2024-10-09 08:26:19
500101022,99,11,51,2024-10-09 07:08:18
500101022,99,10,52,2024-10-09 07:18:19
500119048,53,0,53,2024-10-09 09:48:15
500119077,56,1,54,2024-10-09 07:48:18
500119096,99,39,58,2024-10-09 07:38:19
500101032,61,1,59,2024-10-09 09:34:17
500101032,61,1,59,2024-10-09 10:17:18
500119096,99,35,62,2024-10-09 07:55:25
500119006,92,28,64,2024-10-09 08:16:18
500119059,68,2,66,2024-10-09 07:07:21
500119096,99,22,75,2024-10-09 08:38:20
500101181,99,21,76,2024-10-09 08:38:20
500101181,99,17,80,2024-10-09 08:28:20
500101022,99,0,82,2024-10-09 08:18:17
500119006,92,0,92,2024-10-09 10:08:15
500101022,99,6,93,2024-10-09 11:07:17
500101022,99,3,94,2024-10-09 09:18:17
500101181,99,2,95,2024-10-09 09:18:18
500101022,99,1,96,2024-10-09 09:35:19
500101181,99,1,96,2024-10-09 09:48:20
500101181,99,1,96,2024-10-09 10:08:19
500101181,99,1,96,2024-10-09 08:58:21
500101022,99,0,97,2024-10-09 09:24:15
500101181,99,0,97,2024-10-09 10:38:17
500119096,99,0,97,2024-10-09 09:06:15
500101022,99,0,99,2024-10-09 10:38:18
500119068,66,51,0,2024-10-09 13:57:15
500119077,56,48,0,2024-10-09 14:28:18
500119077,56,47,0,2024-10-09 11:41:19
500119077,56,44,2,2024-10-09 11:58:21
500119049,99,61,3,2024-10-09 11:28:17
500119049,99,61,3,2024-10-09 11:47:20
500119049,99,60,4,2024-10-09 13:18:19
500119077,56,42,4,2024-10-09 12:07:21
500119077,56,46,4,2024-10-09 13:07:19
500119068,66,44,7,2024-10-09 11:58:21
500119068,66,26,25,2024-10-09 13:18:19
500119068,66,25,26,2024-10-09 12:18:18
500119049,99,36,28,2024-10-09 12:58:18
500101032,61,26,34,2024-10-09 12:47:17
500119068,66,11,40,2024-10-09 12:28:16
500101032,61,19,41,2024-10-09 12:58:20
500101032,61,14,46,2024-10-09 11:17:17
500119048,53,7,46,2024-10-09 12:26:19
500101032,61,13,47,2024-10-09 11:48:18
500119059,68,19,49,2024-10-09 11:46:18
500119048,53,3,50,2024-10-09 12:18:18
500119048,53,3,50,2024-10-09 12:38:18
500119059,68,16,52,2024-10-09 11:28:17
500119048,53,0,53,2024-10-09 14:05:16
500101032,61,3,57,2024-10-09 13:58:17
500101032,61,1,59,2024-10-09 14:28:17
500101032,61,0,60,2024-10-09 13:07:19
500119059,68,8,60,2024-10-09 12:56:18
500101022,99,33,66,2024-10-09 12:28:17
500101181,99,29,68,2024-10-09 12:28:17
500101181,99,25,72,2024-10-09 12:38:18
500119006,92,14,78,2024-10-09 11:26:19
500101022,99,15,84,2024-10-09 12:58:20
500119006,92,8,84,2024-10-09 11:36:18
500101181,99,10,87,2024-10-09 12:18:17
500119006,92,5,87,2024-10-09 11:57:21
500101022,99,9,90,2024-10-09 11:36:17
500119006,92,1,91,2024-10-09 12:38:18
500119006,92,1,91,2024-10-09 14:07:17
500119006,92,0,92,2024-10-09 13:07:19
500101181,99,3,94,2024-10-09 14:28:18
500101181,99,3,94,2024-10-09 11:18:19
500101181,99,1,96,2024-10-09 14:08:19
500101181,99,1,96,2024-10-09 11:58:20
500101181,99,1,96,2024-10-09 13:08:20
500119096,99,1,96,2024-10-09 12:58:16
500101022,99,1,98,2024-10-09 13:57:19
500101032,61,50,10,2024-10-09 06:49:18
500101022,99,35,27,2024-10-09 06:37:19
500101181,99,56,42,2024-10-09 06:55:21
500119077,56,47,0,2024-10-09 10:04:16
500119049,99,61,3,2024-10-09 11:02:17
500119049,99,71,5,2024-10-09 09:18:18
500119049,99,55,9,2024-10-09 10:28:18
