sno,total,available_rent_bikes,available_return_bikes,infoTime
500101022,99,15,35,2024-12-18 00:08:15
500101022,99,13,37,2024-12-18 00:18:15
500101022,99,9,41,2024-12-18 00:29:15
500101022,99,8,42,2024-12-18 00:39:15
500101022,99,10,40,2024-12-18 00:46:15
500101022,99,8,42,2024-12-18 00:57:15
500101022,99,7,43,2024-12-18 01:33:15
500101022,99,8,42,2024-12-18 02:03:14
500101022,99,7,43,2024-12-18 02:18:14
500101022,99,6,44,2024-12-18 02:40:16
500101022,99,21,29,2024-12-18 03:29:15
500101022,99,60,3,2024-12-18 03:39:15
500101022,99,59,4,2024-12-18 05:07:15
500101022,99,58,5,2024-12-18 05:22:15
500101022,99,56,7,2024-12-18 06:05:15
500101022,99,58,5,2024-12-18 06:18:14
500101022,99,56,7,2024-12-18 06:28:14
500101022,99,52,11,2024-12-18 06:34:14
500101022,99,58,5,2024-12-18 06:46:15
500101022,99,48,15,2024-12-18 06:59:15
500101022,99,32,31,2024-12-18 07:08:16
500101022,99,14,49,2024-12-18 07:19:14
500101022,99,34,29,2024-12-18 07:29:15
500101022,99,50,13,2024-12-18 07:39:15
500101022,99,55,8,2024-12-18 07:41:16
500101022,99,33,65,2024-12-18 07:59:16
500101022,99,7,91,2024-12-18 08:08:16
500101022,99,2,96,2024-12-18 08:19:15
500101022,99,7,91,2024-12-18 08:29:15
500101022,99,4,94,2024-12-18 08:39:16
500101022,99,1,97,2024-12-18 08:44:15
500101022,99,0,98,2024-12-18 08:59:15
500101022,99,0,98,2024-12-18 09:08:16
500101022,99,4,94,2024-12-18 09:19:15
500101022,99,4,94,2024-12-18 09:29:15
500101022,99,0,98,2024-12-18 09:39:15
500101022,99,0,98,2024-12-18 09:48:15
500101022,99,1,97,2024-12-18 09:54:15
500101022,99,0,98,2024-12-18 10:08:16
500101022,99,0,98,2024-12-18 10:19:17
500101022,99,1,97,2024-12-18 10:28:15
500101022,99,2,96,2024-12-18 10:39:15
500101022,99,4,94,2024-12-18 10:49:16
500101022,99,4,94,2024-12-18 10:59:14
500101022,99,6,92,2024-12-18 11:00:17
500101022,99,3,95,2024-12-18 11:18:15
500101022,99,10,88,2024-12-18 11:29:15
500101022,99,12,86,2024-12-18 11:37:16
500101022,99,12,86,2024-12-18 11:49:15
500101022,99,30,68,2024-12-18 11:59:15
500101022,99,22,76,2024-12-18 12:07:15
500101022,99,42,56,2024-12-18 12:18:15
500101022,99,30,68,2024-12-18 12:28:15
500101022,99,30,68,2024-12-18 12:38:15
500101022,99,22,76,2024-12-18 12:48:15
500101022,99,14,84,2024-12-18 12:58:16
500101022,99,9,89,2024-12-18 13:08:15
500101022,99,5,93,2024-12-18 13:13:14
500101022,99,5,93,2024-12-18 13:28:14
500101022,99,3,95,2024-12-18 13:38:15
500101022,99,1,98,2024-12-18 13:47:15
500101022,99,4,95,2024-12-18 13:58:16
500101022,99,3,96,2024-12-18 14:08:15
500101022,99,7,92,2024-12-18 14:17:15
500101022,99,0,99,2024-12-18 14:20:16
500101022,99,2,97,2024-12-18 14:36:14
500101022,99,5,94,2024-12-18 14:48:15
500101022,99,0,99,2024-12-18 14:58:16
500101022,99,15,84,2024-12-18 15:08:15
500101022,99,19,80,2024-12-18 15:17:15
500101022,99,27,72,2024-12-18 15:26:15
500101022,99,31,68,2024-12-18 15:38:15
500101022,99,42,57,2024-12-18 15:48:15
500101022,99,48,51,2024-12-18 15:58:16
500101022,99,34,65,2024-12-18 16:08:16
500101022,99,44,55,2024-12-18 16:18:15
500101022,99,38,61,2024-12-18 16:28:16
500101022,99,37,62,2024-12-18 16:33:15
500101022,99,44,55,2024-12-18 16:48:15
500101022,99,49,50,2024-12-18 16:58:16
500101022,99,53,45,2024-12-18 17:08:15
