sno,total,available_rent_bikes,available_return_bikes,infoTime,source_file
500101032,61,61,0,2024-12-03 02:00:19,2024-12-03.csv
500101022,99,2,41,2024-12-03 23:05:16,2024-12-03.csv
500119048,53,35,18,2024-12-03 23:03:14,2024-12-03.csv
500119048,53,31,22,2024-12-03 23:31:15,2024-12-03.csv
500119096,99,46,53,2024-12-03 23:15:14,2024-12-03.csv
500119006,92,43,49,2024-12-03 01:59:14,2024-12-03.csv
500101032,61,61,0,2024-12-03 01:58:15,2024-12-03.csv
500101181,99,50,49,2024-12-03 01:48:15,2024-12-03.csv
500101022,99,4,39,2024-12-03 22:26:15,2024-12-03.csv
500119077,56,38,11,2024-12-03 11:29:15,2024-12-03.csv
500119049,99,54,14,2024-12-03 11:29:15,2024-12-03.csv
500119059,68,26,42,2024-12-03 12:38:14,2024-12-03.csv
500101032,61,15,46,2024-12-03 12:47:14,2024-12-03.csv
500101032,61,2,59,2024-12-03 11:39:15,2024-12-03.csv
500101032,61,1,60,2024-12-03 09:26:15,2024-12-03.csv
500101032,61,0,61,2024-12-03 11:19:15,2024-12-03.csv
500119059,68,4,64,2024-12-03 11:28:15,2024-12-03.csv
500119059,68,4,64,2024-12-03 10:19:15,2024-12-03.csv
500119006,92,4,88,2024-12-03 09:27:15,2024-12-03.csv
500101181,99,7,90,2024-12-03 11:58:15,2024-12-03.csv
500119006,92,2,90,2024-12-03 10:38:14,2024-12-03.csv
500119096,99,8,91,2024-12-03 09:07:16,2024-12-03.csv
500119006,92,0,92,2024-12-03 09:33:15,2024-12-03.csv
500101022,99,1,97,2024-12-03 10:49:14,2024-12-03.csv
500119096,99,2,97,2024-12-03 09:26:15,2024-12-03.csv
500101022,99,0,98,2024-12-03 10:18:15,2024-12-03.csv
500119096,99,0,99,2024-12-03 12:06:15,2024-12-03.csv
500101032,61,61,0,2024-12-03 00:56:15,2024-12-03.csv
500119068,66,38,0,2024-12-03 14:35:16,2024-12-03.csv
500119077,56,48,5,2024-12-03 16:15:15,2024-12-03.csv
500119077,56,47,6,2024-12-03 15:08:15,2024-12-03.csv
500119049,99,63,10,2024-12-03 15:07:16,2024-12-03.csv
500119068,66,28,10,2024-12-03 16:55:16,2024-12-03.csv
500119077,56,43,10,2024-12-03 15:27:15,2024-12-03.csv
500119077,56,41,12,2024-12-03 14:06:15,2024-12-03.csv
500119049,99,56,17,2024-12-03 15:18:15,2024-12-03.csv
500119048,53,21,32,2024-12-03 16:56:15,2024-12-03.csv
500119059,68,15,53,2024-12-03 15:38:14,2024-12-03.csv
500119059,68,14,54,2024-12-03 13:25:15,2024-12-03.csv
500101032,61,6,55,2024-12-03 17:27:14,2024-12-03.csv
500101022,99,42,57,2024-12-03 15:48:15,2024-12-03.csv
500101032,61,4,57,2024-12-03 15:56:15,2024-12-03.csv
500119006,92,16,76,2024-12-03 13:27:15,2024-12-03.csv
500119006,92,15,77,2024-12-03 17:26:15,2024-12-03.csv
500101022,99,18,81,2024-12-03 15:58:15,2024-12-03.csv
500119096,99,17,82,2024-12-03 16:45:16,2024-12-03.csv
500119006,92,5,87,2024-12-03 15:47:15,2024-12-03.csv
500119006,92,3,89,2024-12-03 14:36:14,2024-12-03.csv
500119096,99,9,90,2024-12-03 13:55:16,2024-12-03.csv
500101181,99,1,96,2024-12-03 14:08:15,2024-12-03.csv
500101022,99,45,0,2024-12-03 18:18:15,2024-12-03.csv
500101022,99,43,0,2024-12-03 20:48:15,2024-12-03.csv
500101181,99,99,0,2024-12-03 20:53:16,2024-12-03.csv
500101022,99,44,1,2024-12-03 18:39:15,2024-12-03.csv
500101022,99,42,1,2024-12-03 20:38:15,2024-12-03.csv
500101181,99,98,1,2024-12-03 19:11:14,2024-12-03.csv
500119048,53,50,3,2024-12-03 20:08:16,2024-12-03.csv
500119048,53,49,4,2024-12-03 19:15:15,2024-12-03.csv
500101022,99,35,8,2024-12-03 20:53:15,2024-12-03.csv
500101032,61,52,9,2024-12-03 21:06:14,2024-12-03.csv
500119077,56,35,18,2024-12-03 17:33:16,2024-12-03.csv
500101032,61,5,56,2024-12-03 18:39:15,2024-12-03.csv
