sno,total,available_rent_bikes,available_return_bikes,infoTime
500119048,53,2,51,2024-09-12 01:06:17
500119006,92,71,20,2024-09-12 00:31:16
500101022,99,1,73,2024-09-12 00:08:16
500101032,61,50,11,2024-09-12 00:11:16
500101032,61,51,10,2024-09-12 00:31:16
500119048,53,1,52,2024-09-12 00:05:14
500119049,99,2,97,2024-09-12 02:07:15
500119096,99,21,78,2024-09-12 01:54:18
500101032,61,52,9,2024-09-12 02:45:17
500101032,61,52,9,2024-09-12 04:02:18
500101181,99,0,98,2024-09-12 23:38:16
500119049,99,0,98,2024-09-12 23:08:15
500119006,92,30,62,2024-09-12 23:29:17
500101032,61,59,2,2024-09-12 23:38:16
500119006,92,79,12,2024-09-12 07:38:19
500119006,92,79,12,2024-09-12 07:48:18
500119006,92,79,12,2024-09-12 07:08:18
500101022,99,64,35,2024-09-12 07:08:18
500119006,92,52,39,2024-09-12 08:38:18
500119077,56,2,50,2024-09-12 08:48:17
500101032,61,8,53,2024-09-12 07:58:20
500119048,53,0,53,2024-09-12 08:51:15
500119068,66,9,55,2024-09-12 08:18:17
500101032,61,5,56,2024-09-12 08:08:19
500101022,99,40,59,2024-09-12 06:48:18
500119068,66,4,60,2024-09-12 07:40:20
500119068,66,1,63,2024-09-12 07:27:15
500119068,66,0,64,2024-09-12 05:52:14
500119059,68,2,66,2024-09-12 07:15:16
500101181,99,14,85,2024-09-12 07:58:20
500119049,99,9,90,2024-09-12 07:47:18
500101022,99,1,98,2024-09-12 08:48:18
500101181,99,1,98,2024-09-12 08:38:18
500119006,92,13,79,2024-09-12 21:45:18
500119049,99,0,98,2024-09-12 22:28:14
500119096,99,20,79,2024-09-12 22:17:16
500101032,61,56,5,2024-09-12 22:26:17
500101022,99,4,69,2024-09-12 22:58:17
500119077,56,52,0,2024-09-12 10:15:15
500119068,66,48,1,2024-09-12 13:06:17
500119068,66,38,11,2024-09-12 12:58:19
500119049,99,55,12,2024-09-12 10:28:21
500119068,66,38,12,2024-09-12 10:28:20
500119068,66,28,16,2024-09-12 11:17:18
500119077,56,36,16,2024-09-12 10:08:17
500119068,66,32,17,2024-09-12 12:47:17
500119068,66,21,23,2024-09-12 10:38:22
500119068,66,26,27,2024-09-12 09:58:19
500119068,66,11,33,2024-09-12 12:16:17
500119049,99,42,37,2024-09-12 09:58:19
500119077,56,10,42,2024-09-12 09:35:17
500119077,56,8,44,2024-09-12 09:11:19
500119048,53,3,50,2024-09-12 13:08:18
500119048,53,2,51,2024-09-12 12:48:15
500119048,53,0,53,2024-09-12 10:27:14
500119048,53,0,53,2024-09-12 09:28:24
500119048,53,0,53,2024-09-12 10:58:14
500119059,68,15,53,2024-09-12 09:30:26
500119059,68,14,54,2024-09-12 10:25:18
500119059,68,14,54,2024-09-12 11:28:19
500101032,61,3,58,2024-09-12 09:18:18
500101032,61,2,59,2024-09-12 11:28:18
500101032,61,1,60,2024-09-12 11:46:17
500101032,61,0,61,2024-09-12 11:15:15
500101181,99,36,63,2024-09-12 12:48:18
500119059,68,4,64,2024-09-12 13:08:19
500119059,68,2,66,2024-09-12 12:08:18
500119006,92,24,67,2024-09-12 11:46:18
500119059,68,0,68,2024-09-12 12:38:14
500119006,92,20,71,2024-09-12 09:17:19
500119006,92,18,73,2024-09-12 12:08:18
500119006,92,13,78,2024-09-12 12:28:17
500119006,92,12,79,2024-09-12 12:46:17
500119006,92,1,90,2024-09-12 10:38:21
500101022,99,1,97,2024-09-12 09:58:19
500101022,99,2,97,2024-09-12 10:18:19
500101022,99,2,97,2024-09-12 11:28:19
500101181,99,2,97,2024-09-12 11:58:18
500101181,99,1,98,2024-09-12 09:28:23
500101181,99,1,98,2024-09-12 09:38:20
500101022,99,0,99,2024-09-12 10:28:21
500101022,99,0,99,2024-09-12 10:47:15
500101181,99,0,99,2024-09-12 09:09:15
500101181,99,0,99,2024-09-12 09:45:15
500119096,99,0,99,2024-09-12 10:20:17
500119096,99,0,99,2024-09-12 12:18:15
500119048,53,26,27,2024-09-12 22:08:18
500101022,99,41,32,2024-09-12 21:38:17
500119048,53,30,23,2024-09-12 21:48:17
500119049,99,1,97,2024-09-12 21:48:16
500119006,92,27,65,2024-09-12 23:15:16
500119048,53,52,1,2024-09-12 17:37:18
500101181,99,96,3,2024-09-12 17:48:19
500119048,53,50,3,2024-09-12 18:07:15
500101022,99,66,7,2024-09-12 21:18:17
500101022,99,29,9,2024-09-12 19:28:18
500101022,99,54,10,2024-09-12 21:08:18
500101022,99,24,14,2024-09-12 20:18:17
500101022,99,19,19,2024-09-12 20:28:17
500101181,99,80,19,2024-09-12 20:58:18
500101181,99,79,19,2024-09-12 21:16:17
500119048,53,30,23,2024-09-12 21:18:17
500101181,99,74,25,2024-09-12 18:28:19
500101032,61,35,26,2024-09-12 20:25:18
500101181,99,63,36,2024-09-12 19:58:19
500119077,56,14,42,2024-09-12 19:07:21
500119068,66,3,48,2024-09-12 17:28:18
