sno,total,available_rent_bikes,available_return_bikes,infoTime
500119096,99,84,15,2024-10-28 01:24:15
500119096,99,41,57,2024-10-28 23:38:14
500119068,66,1,64,2024-10-28 21:48:15
500119096,99,30,68,2024-10-28 21:35:15
500119006,92,57,35,2024-10-28 21:34:15
500101181,99,85,8,2024-10-28 22:25:15
500119068,66,2,63,2024-10-28 22:38:15
500119068,66,42,0,2024-10-28 14:06:16
500119068,66,42,0,2024-10-28 14:15:16
500119077,56,56,0,2024-10-28 13:28:15
500119049,99,58,1,2024-10-28 14:10:18
500119049,99,57,2,2024-10-28 13:28:16
500119077,56,50,6,2024-10-28 13:18:15
500119049,99,43,16,2024-10-28 15:48:15
500119049,99,41,18,2024-10-28 15:57:16
500119077,56,33,20,2024-10-28 15:17:15
500101032,61,37,24,2024-10-28 16:18:15
500119049,99,35,24,2024-10-28 16:15:17
500119048,53,21,31,2024-10-28 16:18:15
500101032,61,27,34,2024-10-28 15:28:16
500101022,99,53,46,2024-10-28 16:08:15
500119048,53,2,50,2024-10-28 14:58:16
500119048,53,0,52,2024-10-28 15:08:16
500119006,92,8,84,2024-10-28 15:06:15
500119006,92,2,90,2024-10-28 14:20:18
500101022,99,0,98,2024-10-28 13:18:15
500101181,99,94,0,2024-10-28 21:20:19
500101022,99,27,1,2024-10-28 20:28:15
500101022,99,27,1,2024-10-28 20:46:14
500101022,99,27,1,2024-10-28 21:18:15
500101181,99,98,1,2024-10-28 17:28:16
500101181,99,98,1,2024-10-28 18:08:15
500101181,99,80,14,2024-10-28 19:28:15
500101032,61,42,19,2024-10-28 20:18:15
500119077,56,21,35,2024-10-28 20:18:15
500101181,99,63,36,2024-10-28 18:28:16
500119006,92,40,52,2024-10-28 21:08:16
500119059,68,15,52,2024-10-28 17:28:16
500119068,66,5,60,2024-10-28 19:48:15
500119006,92,30,62,2024-10-28 19:21:15
500119006,92,27,65,2024-10-28 19:18:15
500119006,92,27,65,2024-10-28 18:00:19
500101022,99,33,66,2024-10-28 18:07:16
500119049,99,32,67,2024-10-28 18:08:15
500119059,68,0,67,2024-10-28 20:38:15
500101022,99,27,72,2024-10-28 18:18:15
500119096,99,26,72,2024-10-28 21:12:16
500119096,99,23,75,2024-10-28 19:56:15
500119096,99,21,77,2024-10-28 20:18:15
500119049,99,10,89,2024-10-28 18:56:16
500119096,99,10,89,2024-10-28 17:36:16
500119049,99,2,97,2024-10-28 19:57:15
500119068,66,39,0,2024-10-28 11:52:15
500119049,99,58,1,2024-10-28 10:51:15
500119077,56,46,8,2024-10-28 12:44:16
500119077,56,44,10,2024-10-28 10:33:15
500101032,61,36,25,2024-10-28 12:58:15
500119077,56,24,32,2024-10-28 09:38:15
500119068,66,30,36,2024-10-28 09:07:15
500119049,99,50,49,2024-10-28 09:38:15
500119048,53,0,52,2024-10-28 11:48:15
500119048,53,0,52,2024-10-28 09:35:16
500119006,92,39,53,2024-10-28 09:06:16
500101032,61,4,56,2024-10-28 09:38:15
500119096,99,25,74,2024-10-28 11:32:16
500119096,99,25,74,2024-10-28 11:46:15
500119096,99,25,74,2024-10-28 12:25:15
500119006,92,10,82,2024-10-28 10:18:15
500101181,99,7,89,2024-10-28 12:28:15
500101022,99,6,92,2024-10-28 10:58:15
500101181,99,3,93,2024-10-28 11:48:15
500101022,99,4,94,2024-10-28 11:36:15
500101181,99,2,94,2024-10-28 11:18:16
500101181,99,1,95,2024-10-28 09:17:15
500101022,99,2,96,2024-10-28 09:58:16
500101032,61,50,10,2024-10-28 06:02:14
500119096,99,83,16,2024-10-28 07:20:16
500101181,99,67,29,2024-10-28 06:08:15
500101032,61,19,41,2024-10-28 08:28:16
500119049,99,54,45,2024-10-28 08:18:16
500119048,53,4,48,2024-10-28 06:17:15
500119077,56,7,49,2024-10-28 08:24:16
500119059,68,2,66,2024-10-28 05:15:16
500119059,68,1,67,2024-10-28 05:31:14
500101022,99,29,69,2024-10-28 06:48:14
500119049,99,27,72,2024-10-28 07:06:15
500101022,99,7,91,2024-10-28 08:08:16
500101022,99,8,20,2024-10-28 23:48:14
500119077,56,0,56,2024-10-28 21:32:16
500101022,99,10,18,2024-10-28 23:38:14
500101032,61,58,3,2024-10-28 23:36:15
500119006,92,66,26,2024-10-28 23:36:15
500119096,99,39,59,2024-10-28 23:28:14
500119059,68,1,66,2024-10-28 22:17:15
500119059,68,0,67,2024-10-28 20:40:19
500119049,99,3,96,2024-10-28 21:48:15
500119096,99,85,14,2024-10-28 00:02:15
500119006,92,59,33,2024-10-28 23:04:15
500101032,61,59,2,2024-10-28 22:28:15
500119006,92,58,34,2024-10-28 22:34:15
500101022,99,26,2,2024-10-28 21:37:15
500119048,53,52,0,2024-10-28 17:17:16
500101032,61,53,8,2024-10-28 17:18:15
500119068,66,34,8,2024-10-28 15:58:15
500101032,61,51,10,2024-10-28 16:58:16
500119077,56,38,15,2024-10-28 16:55:17
500119077,56,37,16,2024-10-28 16:36:15
500101032,61,44,17,2024-10-28 13:18:15
500119068,66,25,19,2024-10-28 17:08:15
500119048,53,32,20,2024-10-28 16:57:16
500101181,99,69,30,2024-10-28 16:58:16
500101181,99,58,41,2024-10-28 16:18:15
500119059,68,25,42,2024-10-28 13:47:16
500119059,68,24,43,2024-10-28 14:18:15
500119048,53,2,50,2024-10-28 14:48:15
500101032,61,9,52,2024-10-28 14:08:16
500119048,53,0,52,2024-10-28 13:57:16
500119006,92,31,61,2024-10-28 16:18:15
500119006,92,25,67,2024-10-28 15:47:15
500119006,92,10,82,2024-10-28 13:48:15
500119096,99,14,85,2024-10-28 13:47:15
500119006,92,6,86,2024-10-28 13:58:16
500119096,99,12,87,2024-10-28 15:29:15
500119096,99,11,88,2024-10-28 15:12:15
500101022,99,9,90,2024-10-28 14:37:15
500101181,99,3,93,2024-10-28 13:17:16
500101181,99,6,93,2024-10-28 15:08:15
500101022,99,1,98,2024-10-28 13:47:16
500119048,53,52,0,2024-10-28 21:11:16
500119048,53,51,1,2024-10-28 18:08:15
500101022,99,23,2,2024-10-28 18:38:15
500101181,99,92,2,2024-10-28 20:37:14
500119048,53,50,2,2024-10-28 20:32:15
500119048,53,50,2,2024-10-28 20:58:16
500101032,61,33,28,2024-10-28 19:46:15
500101032,61,29,32,2024-10-28 17:58:14
500101032,61,28,33,2024-10-28 19:28:15
500101032,61,27,34,2024-10-28 19:18:15
500119068,66,31,34,2024-10-28 18:55:16
