sno,total,available_rent_bikes,available_return_bikes,infoTime,source_file
500119059,68,0,68,2024-12-10 21:21:15,2024-12-10.csv
500119049,99,0,99,2024-12-10 22:14:15,2024-12-10.csv
500101032,61,51,10,2024-12-10 22:18:15,2024-12-10.csv
500119048,53,53,0,2024-12-10 21:55:16,2024-12-10.csv
500119049,99,0,99,2024-12-10 21:53:15,2024-12-10.csv
500101181,99,52,46,2024-12-10 03:59:15,2024-12-10.csv
500101022,99,46,31,2024-12-10 01:09:15,2024-12-10.csv
500119006,92,73,19,2024-12-10 00:49:14,2024-12-10.csv
500119049,99,1,98,2024-12-10 23:57:15,2024-12-10.csv
500101181,99,25,74,2024-12-10 23:54:15,2024-12-10.csv
500119048,53,52,1,2024-12-10 23:55:16,2024-12-10.csv
500119068,66,1,65,2024-12-10 03:41:14,2024-12-10.csv
500119049,99,64,1,2024-12-10 14:49:15,2024-12-10.csv
500119068,66,41,3,2024-12-10 14:08:14,2024-12-10.csv
500119077,56,44,3,2024-12-10 14:49:14,2024-12-10.csv
500119068,66,37,7,2024-12-10 13:59:15,2024-12-10.csv
500119068,66,23,21,2024-12-10 15:56:16,2024-12-10.csv
500119049,99,39,26,2024-12-10 16:47:16,2024-12-10.csv
500119059,68,32,36,2024-12-10 16:46:14,2024-12-10.csv
500101181,99,62,37,2024-12-10 16:37:15,2024-12-10.csv
500119059,68,31,37,2024-12-10 14:35:15,2024-12-10.csv
500101181,99,52,47,2024-12-10 15:48:14,2024-12-10.csv
500101032,61,1,55,2024-12-10 13:19:15,2024-12-10.csv
500101032,61,5,56,2024-12-10 13:44:15,2024-12-10.csv
500101032,61,2,59,2024-12-10 16:26:14,2024-12-10.csv
500101032,61,1,60,2024-12-10 16:54:16,2024-12-10.csv
500101181,99,0,98,2024-12-10 13:19:16,2024-12-10.csv
500101181,99,1,98,2024-12-10 14:09:15,2024-12-10.csv
500119096,99,1,98,2024-12-10 15:27:16,2024-12-10.csv
500101181,99,0,99,2024-12-10 14:28:15,2024-12-10.csv
500119006,92,79,13,2024-12-10 07:58:15,2024-12-10.csv
500119048,53,22,31,2024-12-10 07:26:15,2024-12-10.csv
500119059,68,30,38,2024-12-10 08:26:14,2024-12-10.csv
500119059,68,30,38,2024-12-10 08:47:15,2024-12-10.csv
500119048,53,1,52,2024-12-10 08:38:15,2024-12-10.csv
500101022,99,8,89,2024-12-10 07:58:15,2024-12-10.csv
500119049,99,8,91,2024-12-10 07:37:15,2024-12-10.csv
500101022,99,4,93,2024-12-10 08:28:15,2024-12-10.csv
500119049,99,65,0,2024-12-10 10:55:16,2024-12-10.csv
500119049,99,61,4,2024-12-10 12:08:15,2024-12-10.csv
500119077,56,41,4,2024-12-10 11:29:16,2024-12-10.csv
500119068,66,35,9,2024-12-10 12:34:15,2024-12-10.csv
500119068,66,26,19,2024-12-10 10:24:14,2024-12-10.csv
500119068,66,23,43,2024-12-10 09:16:15,2024-12-10.csv
500101032,61,9,47,2024-12-10 12:28:15,2024-12-10.csv
500119059,68,20,48,2024-12-10 10:48:15,2024-12-10.csv
500119048,53,4,49,2024-12-10 12:18:14,2024-12-10.csv
500119059,68,18,50,2024-12-10 10:18:14,2024-12-10.csv
500119048,53,0,53,2024-12-10 09:23:16,2024-12-10.csv
500101032,61,1,55,2024-12-10 09:58:15,2024-12-10.csv
500101032,61,0,56,2024-12-10 11:16:15,2024-12-10.csv
500119059,68,11,57,2024-12-10 11:40:15,2024-12-10.csv
500101181,99,21,77,2024-12-10 12:37:14,2024-12-10.csv
500119006,92,6,86,2024-12-10 12:08:14,2024-12-10.csv
500119096,99,9,90,2024-12-10 09:35:15,2024-12-10.csv
500101022,99,1,96,2024-12-10 09:17:15,2024-12-10.csv
500101181,99,1,97,2024-12-10 09:07:15,2024-12-10.csv
500119096,99,2,97,2024-12-10 10:32:15,2024-12-10.csv
500119096,99,0,99,2024-12-10 11:08:16,2024-12-10.csv
500119048,53,52,1,2024-12-10 19:16:16,2024-12-10.csv
500101181,99,85,14,2024-12-10 21:08:16,2024-12-10.csv
500101032,61,44,17,2024-12-10 19:38:15,2024-12-10.csv
500101032,61,40,21,2024-12-10 20:21:14,2024-12-10.csv
500101181,99,68,31,2024-12-10 19:48:15,2024-12-10.csv
500101022,99,38,34,2024-12-10 20:48:14,2024-12-10.csv
500119068,66,30,36,2024-12-10 19:37:15,2024-12-10.csv
500101032,61,23,38,2024-12-10 19:08:15,2024-12-10.csv
500119068,66,2,64,2024-12-10 20:53:15,2024-12-10.csv
500119059,68,2,66,2024-12-10 17:45:17,2024-12-10.csv
500119059,68,0,68,2024-12-10 19:08:15,2024-12-10.csv
500119096,99,19,80,2024-12-10 18:47:15,2024-12-10.csv
500119006,92,10,82,2024-12-10 20:42:15,2024-12-10.csv
500119006,92,9,83,2024-12-10 17:34:15,2024-12-10.csv
500119096,99,16,83,2024-12-10 17:39:15,2024-12-10.csv
500119096,99,15,84,2024-12-10 17:15:16,2024-12-10.csv
500119006,92,3,89,2024-12-10 19:07:15,2024-12-10.csv
500119049,99,9,90,2024-12-10 19:16:15,2024-12-10.csv
500119049,99,0,99,2024-12-10 21:07:15,2024-12-10.csv
500119068,66,0,66,2024-12-10 03:54:15,2024-12-10.csv
500101181,99,55,43,2024-12-10 02:44:14,2024-12-10.csv
500101022,99,25,47,2024-12-10 23:28:15,2024-12-10.csv
500119049,99,1,98,2024-12-10 01:22:14,2024-12-10.csv
500101032,61,60,1,2024-12-10 23:08:15,2024-12-10.csv
500101032,61,59,2,2024-12-10 03:18:15,2024-12-10.csv
500119006,92,30,62,2024-12-10 21:29:15,2024-12-10.csv
500119068,66,44,0,2024-12-10 14:19:15,2024-12-10.csv
500119077,56,53,2,2024-12-10 17:02:14,2024-12-10.csv
500119077,56,43,4,2024-12-10 15:08:15,2024-12-10.csv
500119049,99,59,6,2024-12-10 16:18:15,2024-12-10.csv
500119068,66,36,8,2024-12-10 15:18:14,2024-12-10.csv
500119077,56,35,13,2024-12-10 16:38:16,2024-12-10.csv
500119068,66,26,18,2024-12-10 16:15:16,2024-12-10.csv
500119068,66,25,19,2024-12-10 16:22:15,2024-12-10.csv
500119048,53,29,24,2024-12-10 16:57:15,2024-12-10.csv
500119059,68,26,42,2024-12-10 14:09:15,2024-12-10.csv
500119059,68,20,48,2024-12-10 13:28:15,2024-12-10.csv
500119048,53,1,52,2024-12-10 14:09:14,2024-12-10.csv
500101032,61,4,57,2024-12-10 14:50:16,2024-12-10.csv
500101032,61,1,60,2024-12-10 15:28:16,2024-12-10.csv
500101032,61,0,61,2024-12-10 14:24:15,2024-12-10.csv
500119096,99,16,83,2024-12-10 16:52:14,2024-12-10.csv
500101022,99,13,86,2024-12-10 17:03:15,2024-12-10.csv
500119006,92,1,91,2024-12-10 15:17:15,2024-12-10.csv
500101022,99,4,95,2024-12-10 14:16:14,2024-12-10.csv
500101181,99,2,97,2024-12-10 14:39:15,2024-12-10.csv
500119096,99,1,98,2024-12-10 16:16:16,2024-12-10.csv
500119006,92,91,1,2024-12-10 06:48:15,2024-12-10.csv
500101032,61,56,4,2024-12-10 07:17:15,2024-12-10.csv
500119048,53,31,22,2024-12-10 05:56:15,2024-12-10.csv
500101022,99,47,30,2024-12-10 04:54:15,2024-12-10.csv
500101181,99,53,45,2024-12-10 04:53:14,2024-12-10.csv
500101032,61,14,46,2024-12-10 08:28:15,2024-12-10.csv
500119096,99,38,61,2024-12-10 08:33:15,2024-12-10.csv
500119059,68,6,62,2024-12-10 07:47:15,2024-12-10.csv
