sno,total,available_rent_bikes,available_return_bikes,infoTime,source_file
500101022,99,25,9,2024-12-06 21:48:15,2024-12-06.csv
500119096,99,32,67,2024-12-06 21:42:15,2024-12-06.csv
500119048,53,34,18,2024-12-06 23:15:16,2024-12-06.csv
500101022,99,13,21,2024-12-06 23:38:15,2024-12-06.csv
500101032,61,50,11,2024-12-06 23:38:15,2024-12-06.csv
500119096,99,39,60,2024-12-06 22:36:14,2024-12-06.csv
500119049,99,0,99,2024-12-06 22:48:15,2024-12-06.csv
500101032,61,34,27,2024-12-06 22:18:14,2024-12-06.csv
500119096,99,34,65,2024-12-06 22:15:16,2024-12-06.csv
500119059,68,1,67,2024-12-06 00:50:17,2024-12-06.csv
500101181,99,97,2,2024-12-06 17:56:16,2024-12-06.csv
500101181,99,95,4,2024-12-06 18:09:15,2024-12-06.csv
500101022,99,25,5,2024-12-06 18:29:16,2024-12-06.csv
500101022,99,12,16,2024-12-06 19:39:15,2024-12-06.csv
500119077,56,12,44,2024-12-06 17:48:15,2024-12-06.csv
500119077,56,4,52,2024-12-06 20:40:15,2024-12-06.csv
500101032,61,0,61,2024-12-06 17:56:16,2024-12-06.csv
500101032,61,0,61,2024-12-06 18:29:16,2024-12-06.csv
500119068,66,1,64,2024-12-06 19:44:15,2024-12-06.csv
500119068,66,0,65,2024-12-06 17:46:16,2024-12-06.csv
500119068,66,0,65,2024-12-06 21:28:15,2024-12-06.csv
500119096,99,18,81,2024-12-06 18:37:15,2024-12-06.csv
500119049,99,3,96,2024-12-06 18:59:15,2024-12-06.csv
500119049,99,2,97,2024-12-06 19:24:16,2024-12-06.csv
500119049,99,2,97,2024-12-06 21:14:15,2024-12-06.csv
500119049,99,1,98,2024-12-06 19:57:15,2024-12-06.csv
500119006,92,41,51,2024-12-06 21:58:16,2024-12-06.csv
500119006,92,64,26,2024-12-06 06:34:15,2024-12-06.csv
500119006,92,64,27,2024-12-06 05:30:15,2024-12-06.csv
500101022,99,35,32,2024-12-06 06:28:15,2024-12-06.csv
500119048,53,12,40,2024-12-06 06:22:15,2024-12-06.csv
500101181,99,50,49,2024-12-06 07:48:15,2024-12-06.csv
500119096,99,48,50,2024-12-06 05:05:16,2024-12-06.csv
500119048,53,0,52,2024-12-06 08:09:15,2024-12-06.csv
500119048,53,0,52,2024-12-06 07:47:16,2024-12-06.csv
500119096,99,44,54,2024-12-06 07:17:15,2024-12-06.csv
500101022,99,37,60,2024-12-06 07:58:15,2024-12-06.csv
500119006,92,29,63,2024-12-06 08:48:15,2024-12-06.csv
500101181,99,34,65,2024-12-06 06:52:15,2024-12-06.csv
500101181,99,25,74,2024-12-06 07:59:14,2024-12-06.csv
500119096,99,10,89,2024-12-06 08:58:15,2024-12-06.csv
500101181,99,48,41,2024-12-06 22:21:15,2024-12-06.csv
500119049,99,2,97,2024-12-06 23:01:15,2024-12-06.csv
500119068,66,42,0,2024-12-06 11:57:14,2024-12-06.csv
500119049,99,58,10,2024-12-06 11:57:14,2024-12-06.csv
