sno,total,available_rent_bikes,available_return_bikes,infoTime
500119049,99,3,96,2024-11-20 02:34:14
500119068,66,2,64,2024-11-20 22:51:15
500119096,99,38,61,2024-11-20 23:36:15
500101022,99,5,33,2024-11-20 23:48:14
500101022,99,13,42,2024-11-20 03:32:15
500101022,99,14,41,2024-11-20 01:15:16
500119068,66,1,65,2024-11-20 21:41:15
500119059,68,17,51,2024-11-20 22:25:15
500101022,99,7,31,2024-11-20 22:58:15
500101022,99,3,35,2024-11-20 22:48:15
500119077,56,46,0,2024-11-20 12:52:15
500119077,56,45,1,2024-11-20 12:08:15
500119077,56,45,1,2024-11-20 11:24:15
500119049,99,69,4,2024-11-20 13:07:15
500119059,68,61,7,2024-11-20 09:17:15
500119077,56,39,7,2024-11-20 11:00:20
500119077,56,37,9,2024-11-20 10:38:16
500119049,99,45,28,2024-11-20 12:58:15
500119068,66,21,36,2024-11-20 12:38:16
500101032,61,14,47,2024-11-20 12:28:15
500101181,99,48,49,2024-11-20 09:28:15
500119048,53,2,51,2024-11-20 08:59:15
500119048,53,1,52,2024-11-20 12:08:15
500101032,61,7,54,2024-11-20 11:24:15
500101032,61,1,60,2024-11-20 12:18:16
500119006,92,31,60,2024-11-20 09:16:15
500119006,92,25,67,2024-11-20 11:46:14
500101022,99,18,78,2024-11-20 12:58:15
500101022,99,10,86,2024-11-20 09:08:16
500101022,99,2,94,2024-11-20 09:57:15
500101181,99,3,94,2024-11-20 10:54:15
500101022,99,3,35,2024-11-20 23:38:15
500119068,66,57,0,2024-11-20 13:34:15
500119077,56,45,1,2024-11-20 13:42:15
500119048,53,46,7,2024-11-20 17:06:15
500119059,68,54,14,2024-11-20 14:58:14
500119068,66,40,17,2024-11-20 16:57:16
500119068,66,39,18,2024-11-20 15:44:16
500101032,61,40,21,2024-11-20 16:38:15
500101032,61,25,36,2024-11-20 16:28:15
500119049,99,43,46,2024-11-20 17:18:15
500101181,99,49,48,2024-11-20 16:18:15
500101022,99,36,61,2024-11-20 16:48:15
500101022,99,26,71,2024-11-20 16:18:14
500101022,99,23,74,2024-11-20 15:38:15
500101022,99,20,77,2024-11-20 16:27:15
500119006,92,10,82,2024-11-20 13:48:15
500119006,92,10,82,2024-11-20 17:18:15
500119096,99,16,83,2024-11-20 17:18:15
500101181,99,10,87,2024-11-20 14:54:15
500119006,92,2,90,2024-11-20 15:26:15
500101022,99,3,94,2024-11-20 13:56:16
500119096,99,3,96,2024-11-20 15:28:16
500101022,99,3,35,2024-11-20 23:18:15
500119059,68,22,46,2024-11-20 22:08:15
500119006,92,89,1,2024-11-20 05:20:15
500119006,92,88,2,2024-11-20 06:44:16
500119006,92,77,13,2024-11-20 07:58:16
500119048,53,38,15,2024-11-20 07:08:15
500101022,99,77,18,2024-11-20 08:18:15
500101032,61,43,18,2024-11-20 06:09:15
500119048,53,34,19,2024-11-20 07:33:15
500101032,61,41,20,2024-11-20 06:27:14
500101032,61,40,21,2024-11-20 07:16:15
500101181,99,67,23,2024-11-20 06:31:15
500101022,99,27,35,2024-11-20 07:17:15
500119059,68,23,45,2024-11-20 08:37:15
500119077,56,7,49,2024-11-20 08:08:15
500119049,99,3,96,2024-11-20 05:59:15
500101022,99,40,0,2024-11-20 18:47:15
500101022,99,37,1,2024-11-20 21:08:16
500119048,53,52,1,2024-11-20 20:38:15
500119048,53,51,2,2024-11-20 19:56:15
500119048,53,48,5,2024-11-20 18:47:15
500101022,99,23,15,2024-11-20 20:27:15
500119077,56,28,18,2024-11-20 17:28:15
500119077,56,34,19,2024-11-20 20:17:14
500119077,56,33,20,2024-11-20 20:23:15
500119068,66,33,33,2024-11-20 18:03:15
500119059,68,27,41,2024-11-20 20:02:15
500119059,68,25,43,2024-11-20 21:00:17
500101032,61,17,44,2024-11-20 18:38:14
500101032,61,10,51,2024-11-20 19:48:15
500119068,66,14,52,2024-11-20 19:00:17
500101032,61,4,57,2024-11-20 19:28:14
500119049,99,24,65,2024-11-20 17:28:15
500119006,92,6,86,2024-11-20 19:31:15
500119006,92,6,86,2024-11-20 18:18:15
500119059,68,1,67,2024-11-20 03:07:14
500119049,99,5,93,2024-11-20 23:17:14
500101022,99,6,32,2024-11-20 23:28:16
500119096,99,36,63,2024-11-20 23:20:15
500119006,92,28,64,2024-11-20 22:55:15
500101181,99,72,25,2024-11-20 23:01:15
500101032,61,46,15,2024-11-20 03:55:16
500119096,99,34,65,2024-11-20 22:45:14
500119049,99,3,95,2024-11-20 22:53:15
500119068,66,0,66,2024-11-20 03:27:14
500119049,99,74,1,2024-11-20 11:18:15
500119077,56,45,1,2024-11-20 12:38:16
500119077,56,41,5,2024-11-20 13:08:15
500119049,99,67,6,2024-11-20 11:35:15
500119077,56,38,8,2024-11-20 12:18:16
500119049,99,65,25,2024-11-20 10:08:15
500119068,66,21,36,2024-11-20 12:18:16
500119048,53,2,51,2024-11-20 11:36:15
500119048,53,1,52,2024-11-20 09:48:15
500119048,53,0,53,2024-11-20 11:07:16
