sno,hour,avg_available_rent_bike,avg_available_return_bike,avg_available_rent_ratio,avg_available_return_ratio,count
500101029,12,6.365038560411311,7.958868894601542,0.4243359040274207,0.5305912596401028,389
500101029,13,8.434052757793765,5.865707434052758,0.5622701838529177,0.3910471622701839,417
500101029,14,9.066844919786096,5.2994652406417115,0.6044563279857398,0.3532976827094474,374
500101029,15,8.502857142857144,5.8342857142857145,0.5668571428571428,0.38895238095238094,350
500101029,16,7.207602339181286,7.201754385964913,0.48050682261208577,0.4801169590643275,342
500101029,17,4.624703087885986,9.990498812351545,0.30831353919239907,0.6660332541567696,421
500101029,18,4.155487804878049,10.652439024390244,0.27703252032520326,0.7101626016260163,328
500101029,19,4.505119453924915,10.34470989761092,0.3003412969283277,0.6896473265073948,293
500101029,20,4.690763052208835,10.21285140562249,0.31271753681392234,0.6808567603748327,249
500101029,21,4.450413223140496,10.425619834710744,0.29669421487603304,0.6950413223140496,242
500101029,22,4.958904109589041,9.949771689497718,0.33059360730593607,0.6633181126331811,219
500101029,23,5.201298701298701,9.688311688311689,0.34675324675324676,0.6458874458874458,154
500101030,0,12.080536912751677,21.818791946308725,0.35530990919857874,0.6417291748914331,149
500101030,1,12.10344827586207,21.525862068965516,0.35598377281947263,0.6331135902636917,116
500101030,2,13.10204081632653,19.448979591836736,0.38535414165666265,0.5720288115246098,49
500101030,3,12.514285714285714,21.142857142857142,0.3680672268907563,0.6218487394957983,35
500101030,4,13.108108108108109,20.64864864864865,0.38553259141494434,0.6073131955484896,37
500101030,5,12.052631578947368,21.789473684210527,0.3544891640866873,0.6408668730650154,38
500101030,6,9.377777777777778,24.466666666666665,0.2758169934640523,0.7196078431372549,180
500101030,7,10.099358974358974,23.71153846153846,0.2970399698340875,0.6973981900452488,312
500101030,8,14.198717948717949,19.48076923076923,0.41760935143288086,0.5729638009049773,468
500101030,9,21.07843137254902,12.368191721132897,0.6199538638985006,0.3637703447392029,459
500101030,10,20.88197424892704,12.339055793991417,0.6141757132037364,0.3629134057056299,466
500101030,11,20.72949002217295,12.312638580931264,0.6096908830050868,0.3621364288509195,451
500101030,12,16.091476091476093,17.04781704781705,0.4732787085728262,0.5014063837593249,481
500101030,13,16.899803536345775,16.231827111984284,0.49705304518664045,0.4774066797642436,509
500101030,14,21.054655870445345,12.095141700404858,0.619254584424863,0.3557394617766135,494
500101030,15,21.26824034334764,11.931330472103005,0.6255364806866953,0.35092148447361776,466
500101030,16,19.582089552238806,13.727078891257996,0.5759438103599649,0.4037376144487646,469
500101030,17,10.448347107438016,22.882231404958677,0.3073043266893534,0.6730068060281964,484
500101030,18,6.36150234741784,27.31924882629108,0.18710301021817177,0.8035073184203259,426
500101030,19,5.594594594594595,28.233415233415233,0.16454689984101747,0.8303945656886833,407
500101030,20,7.112994350282486,26.774011299435028,0.20920571618477898,0.7874709205716185,354
500101030,21,8.357333333333333,25.533333333333335,0.24580392156862746,0.7509803921568627,375
500101030,22,11.024,22.834666666666667,0.32423529411764707,0.6716078431372549,375
500101030,23,11.988461538461538,21.880769230769232,0.35260180995475116,0.6435520361990951,260
500101031,0,12.104683195592287,7.771349862258953,0.6052341597796144,0.38856749311294764,363
500101031,1,12.622317596566523,7.175965665236052,0.6311158798283262,0.3587982832618026,233
500101031,2,13.30817610062893,6.19496855345912,0.6654088050314465,0.30974842767295596,159
500101031,3,13.099290780141844,6.801418439716312,0.6549645390070922,0.3400709219858156,141
500101031,4,13.087378640776699,6.689320388349515,0.654368932038835,0.3344660194174757,103
500101031,5,13.04054054054054,6.736486486486487,0.652027027027027,0.3368243243243243,148
500101031,6,13.323699421965317,6.46242774566474,0.6661849710982659,0.32312138728323697,346
500101031,7,10.272015655577299,9.500978473581213,0.513600782778865,0.47504892367906065,511
500101031,8,12.335820895522389,7.427238805970149,0.6167910447761195,0.37136194029850744,536
500101031,9,7.195402298850575,12.595785440613026,0.35977011494252875,0.6297892720306514,522
500101031,10,3.203488372093023,16.641472868217054,0.16017441860465118,0.8320736434108527,516
500101031,11,2.871244635193133,17.006437768240342,0.14356223175965666,0.8503218884120172,466
500101031,12,4.177215189873418,15.701627486437612,0.2088607594936709,0.7850813743218806,553
500101031,13,6.642857142857143,13.23392857142857,0.33214285714285713,0.6616964285714285,560
500101031,14,7.252252252252252,12.63963963963964,0.36261261261261263,0.631981981981982,555
500101031,15,6.289330922242315,13.603978300180831,0.3144665461121157,0.6801989150090416,553
500101031,16,6.323251417769376,13.627599243856332,0.31616257088846883,0.6813799621928166,529
500101031,17,2.964221824686941,16.983899821109123,0.14821109123434706,0.8491949910554561,559
500101031,18,2.36,17.578181818181818,0.118,0.8789090909090909,550
500101031,19,5.175843694493783,14.761989342806395,0.2587921847246892,0.7380994671403197,563
500101031,20,8.317490494296578,11.625475285171103,0.4158745247148289,0.5812737642585551,526
500101031,21,12.041666666666666,7.904761904761905,0.6020833333333333,0.3952380952380952,504
500101031,22,15.268558951965066,4.652838427947598,0.7634279475982533,0.2326419213973799,458
500101031,23,12.944567627494457,6.975609756097561,0.6472283813747228,0.348780487804878,451
500101032,0,57.25581395348837,3.4366925064599485,0.9386199008768585,0.056339221417376205,387
500101032,1,56.95053003533569,3.441696113074205,0.933615246480913,0.05642124775531483,283
500101032,2,57.0,2.9769585253456223,0.9344262295081968,0.04880259877615774,217
500101032,3,56.585798816568044,3.9171597633136095,0.9276360461732467,0.06421573382481327,169
500101032,4,56.38260869565217,3.356521739130435,0.9243050605844618,0.05502494654312188,115
500101032,5,56.23456790123457,3.7901234567901234,0.9218781623153208,0.06213317142278891,162
500101032,6,53.94652406417112,6.1550802139037435,0.884369246953625,0.10090295432629087,374
500101032,7,43.74814814814815,16.385185185185186,0.7171827565270188,0.26860959319975714,540
500101032,8,23.08319185059423,37.07640067911715,0.3784129811572824,0.6078098471986417,589
500101032,9,10.175,50.151785714285715,0.1668032786885246,0.8221604215456675,560
500101032,10,5.5801801801801805,54.77117117117117,0.09147836360951116,0.8978880519864126,555
500101032,11,6.19964664310954,54.312720848056536,0.10163355152638591,0.8903724729189596,566
500101032,12,10.976109215017065,49.56655290102389,0.179936216639624,0.8125664410003917,586
500101032,13,6.432203389830509,54.157627118644065,0.1054459572103362,0.8878299527646568,590
500101032,14,9.590219224283306,51.067453625632375,0.15721670859480827,0.8371713709120062,593
500101032,15,11.001724137931035,49.706896551724135,0.1803561334087055,0.8148671565856416,580
500101032,16,14.537653239929947,46.250437828371275,0.23832218426114668,0.7582038988257587,571
500101032,17,9.92560553633218,50.88927335640138,0.16271484485790458,0.834250382891826,578
500101032,18,4.354026845637584,56.464765100671144,0.07137748927274727,0.9256518868962482,596
500101032,19,13.900505902192243,46.915682967959526,0.22787714593757774,0.7691095568517955,593
500101032,20,30.14334470989761,30.66211604095563,0.4941531919655346,0.502657640015666,586
500101032,21,44.58318739054291,16.199649737302977,0.7308719244351296,0.2655680284803767,571
500101032,22,53.996175908221794,6.739961759082218,0.8851832116101934,0.11049117637839702,523
500101032,23,56.33131313131313,4.351515151515152,0.9234641496936579,0.07133631395926478,495
500101033,0,27.819277108433734,12.487951807228916,0.6537372593431483,0.29345979614949036,498
500101033,1,30.03954802259887,9.36723163841808,0.709785075423842,0.22133226538512882,354
500101033,2,33.28991596638655,6.373949579831932,0.7810528391167192,0.14954652996845424,238
500101033,3,32.494949494949495,6.97979797979798,0.7664998808672862,0.1646414105313319,198
500101033,4,32.95906432748538,7.6608187134502925,0.7788833609729132,0.18103924820342732,171
500101033,5,33.645390070921984,6.3546099290780145,0.7890884896872921,0.1490352628077179,141
500101033,6,32.80612244897959,8.07482993197279,0.7618483412322274,0.18751974723538706,294
500101033,7,26.640495867768596,13.824380165289256,0.6215174009447605,0.322520003856165,484
500101033,8,14.293497363796133,26.172231985940247,0.3340041067761807,0.6115811088295688,569
500101033,9,6.664670658682635,34.14570858283433,0.15570789031897034,0.7977522850214512,501
500101033,10,4.956719817767654,36.665148063781324,0.11554800339847068,0.8547153780798641,439
500101033,11,4.985074626865671,37.45202558635395,0.11619123347579763,0.8729251565450751,469
500101033,12,4.980732177263969,37.51445086705202,0.11634710595013052,0.8763165001350256,519
500101033,13,3.8035398230088497,38.7716814159292,0.08888245512449335,0.9060302754570271,565
500101033,14,4.495446265938069,38.154826958105645,0.10498553683852306,0.8910583631104305,549
500101033,15,5.198924731182796,37.340501792114694,0.12178841309823678,0.8747271200671705,558
500101033,16,6.010849909584087,36.600361663652805,0.14076395358685526,0.8571186584229694,553
500101033,17,3.8935018050541514,38.75270758122743,0.0911434124904927,0.9071663990534945,554
500101033,18,1.8902654867256636,40.76106194690266,0.04423825697953773,0.9539391931074476,565
500101033,19,5.655112651646447,37.005199306759096,0.1323302782058561,0.8659258658447563,577
500101033,20,14.905096660808436,27.736379613356767,0.3488113843875956,0.6490910586493378,569
500101033,21,24.619642857142857,17.96607142857143,0.5759943181818182,0.42032921122994654,560
500101033,22,28.09141791044776,13.380597014925373,0.6594691660826909,0.31412053258584444,536
500101033,23,25.69746376811594,14.847826086956522,0.6023354564755838,0.34802547770700637,552
500101034,0,4.122448979591836,13.598639455782314,0.2290249433106576,0.7554799697656841,147
500101034,1,3.8666666666666667,13.7,0.21481481481481482,0.7611111111111111,90
500101034,2,4.724137931034483,12.655172413793103,0.2624521072796935,0.7030651340996169,58
500101034,3,5.275,12.1,0.29305555555555557,0.6722222222222223,40
500101034,4,4.9714285714285715,12.314285714285715,0.2761904761904762,0.6841269841269841,35
500101034,5,3.8217821782178216,14.01980198019802,0.21232123212321233,0.7788778877887789,101
500101034,6,4.790780141843972,13.03191489361702,0.2661544523246651,0.7239952718676123,282
500101034,7,9.943469785575049,7.888888888888889,0.5524149880875027,0.4382716049382716,513
500101034,8,13.99616122840691,3.769673704414587,0.7775645126892727,0.2094263169119215,521
500101034,9,13.36935166994106,4.447937131630648,0.74274175944117,0.2471076184239249,509
500101034,10,11.239685658153242,6.540275049115913,0.6244269810085135,0.36334861383977296,509
500101034,11,9.206060606060607,8.529292929292929,0.5114478114478115,0.4738496071829405,495
500101034,12,6.031192660550459,11.743119266055047,0.33506625891946995,0.6523955147808359,545
500101034,13,10.124293785310735,7.645951035781544,0.5624607658505963,0.4247750575434191,531
500101034,14,9.2015503875969,8.565891472868216,0.5111972437553833,0.47588285960378984,516
500101034,15,6.529296875,11.24609375,0.3627387152777778,0.6247829861111112,512
500101034,16,4.154158215010142,13.677484787018255,0.23078656750056345,0.7598602659454586,493
500101034,17,1.916030534351145,15.944656488549619,0.10644614079728583,0.8858142493638677,524
500101034,18,1.2614770459081837,16.590818363273453,0.0700820581060102,0.9217121312929696,501
500101034,19,1.6232876712328768,16.24200913242009,0.09018264840182648,0.9023338406900051,438
500101034,20,1.7416020671834624,16.121447028423773,0.09675567039908126,0.8956359460235429,387
500101034,21,1.883008356545961,15.952646239554317,0.1046115753636645,0.8862581244196843,359
500101034,22,2.7044776119402987,15.131343283582089,0.15024875621890546,0.8406301824212272,335
500101034,23,3.234042553191489,14.553191489361701,0.17966903073286053,0.8085106382978723,282
500101035,0,5.7835820895522385,18.186567164179106,0.24098258706467662,0.757773631840796,134
500101035,1,5.89873417721519,17.78481012658228,0.24578059071729957,0.7410337552742616,79
500101035,2,6.108695652173913,17.347826086956523,0.2545289855072464,0.7228260869565217,46
500101035,3,4.288888888888889,19.177777777777777,0.1787037037037037,0.799074074074074,45
500101035,4,4.0,19.973684210526315,0.16666666666666666,0.8322368421052632,38
500101035,5,4.0285714285714285,19.942857142857143,0.16785714285714284,0.830952380952381,35
500101035,6,4.389221556886228,19.437125748502993,0.18288423153692615,0.8098802395209581,167
500101035,7,7.247422680412371,16.670103092783506,0.3019759450171821,0.6945876288659794,388
500101035,8,14.896761133603238,9.072874493927126,0.6206983805668016,0.37803643724696356,494
500101035,9,18.103734439834025,5.850622406639004,0.7543222683264177,0.2437759336099585,482
500101035,10,18.029612756264235,5.938496583143508,0.7512338648443432,0.2474373576309795,439
500101035,11,16.393684210526317,7.574736842105263,0.6830701754385965,0.3156140350877193,475
500101035,12,9.726937269372694,14.234317343173432,0.4052890528905289,0.5930965559655597,542
500101035,13,12.876588021778584,11.08529945553539,0.536524500907441,0.4618874773139746,551
500101035,14,16.62575452716298,7.3420523138833,0.692739771965124,0.30591884641180417,497
500101035,15,16.465979381443297,7.509278350515464,0.6860824742268041,0.31288659793814433,485
500101035,16,10.68503937007874,13.299212598425196,0.44520997375328086,0.5541338582677166,508
500101035,17,4.238549618320611,19.75,0.1766062340966921,0.8229166666666666,524
500101035,18,4.5765595463138,19.41209829867675,0.1906899810964083,0.8088374291115312,529
500101035,19,6.989816700610998,16.9979633401222,0.29124236252545826,0.7082484725050916,491
500101035,20,7.1222493887530565,16.86552567237164,0.296760391198044,0.7027302363488183,409
500101035,21,5.3133333333333335,18.673333333333332,0.22138888888888889,0.7780555555555555,450
500101035,22,4.0886075949367084,19.901898734177216,0.17035864978902954,0.8292457805907173,316
500101035,23,4.136792452830188,19.85377358490566,0.17236635220125787,0.8272405660377359,212
500101036,0,6.296296296296297,13.61111111111111,0.3148148148148148,0.6805555555555556,108
500101036,1,5.879310344827586,13.706896551724139,0.2939655172413793,0.6853448275862069,58
500101036,2,6.521739130434782,12.58695652173913,0.32608695652173914,0.6293478260869565,46
500101036,3,6.228571428571429,13.742857142857142,0.31142857142857144,0.6871428571428572,35
500101036,4,8.521739130434783,11.434782608695652,0.4260869565217391,0.5717391304347826,23
500101036,5,6.571428571428571,13.357142857142858,0.32857142857142857,0.6678571428571428,28
500101036,6,7.223404255319149,12.702127659574469,0.36117021276595745,0.6351063829787233,94
500101036,7,7.191881918819188,12.726937269372694,0.3595940959409594,0.6363468634686347,271
500101036,8,9.12439024390244,10.802439024390244,0.45621951219512197,0.5401219512195122,410
500101036,9,10.744730679156909,9.187353629976581,0.5372365339578454,0.45936768149882906,427
500101036,10,11.727272727272727,8.198564593301436,0.5863636363636363,0.40992822966507175,418
500101036,11,10.838356164383562,9.073972602739726,0.5419178082191781,0.4536986301369863,365
500101036,12,5.644490644490644,14.25987525987526,0.2822245322245322,0.712993762993763,481
500101036,13,7.414316702819956,12.483731019522777,0.3707158351409978,0.6241865509761388,461
500101036,14,8.194103194103194,11.732186732186733,0.4097051597051597,0.5866093366093366,407
500101036,15,7.660240963855422,12.272289156626506,0.38301204819277107,0.6136144578313253,415
500101036,16,4.356968215158925,15.58435207823961,0.2178484107579462,0.7792176039119805,409
500101036,17,3.064516129032258,16.887096774193548,0.1532258064516129,0.8443548387096774,434
500101036,18,2.9851116625310175,16.957816377171216,0.14925558312655088,0.8478908188585608,403
500101036,19,4.091176470588235,15.85,0.20455882352941177,0.7925,340
500101036,20,4.580327868852459,15.344262295081966,0.22901639344262295,0.7672131147540984,305
500101036,21,4.414110429447852,15.536809815950921,0.22070552147239264,0.776840490797546,326
500101036,22,4.529100529100529,15.380952380952381,0.22645502645502646,0.7690476190476191,189
500101036,23,6.808510638297872,13.113475177304965,0.3404255319148936,0.6556737588652483,141
500101037,0,9.038123167155426,10.853372434017595,0.45190615835777126,0.5426686217008798,341
500101037,1,10.528205128205128,9.235897435897435,0.5264102564102564,0.4617948717948718,195
500101037,2,10.480263157894736,9.157894736842104,0.5240131578947368,0.45789473684210524,152
500101037,3,11.672727272727272,8.236363636363636,0.5836363636363636,0.4118181818181818,110
500101037,4,10.180327868852459,9.704918032786885,0.509016393442623,0.4852459016393443,61
500101037,5,11.096153846153847,8.73076923076923,0.5548076923076923,0.43653846153846154,52
500101037,6,10.423076923076923,9.442307692307692,0.5211538461538462,0.4721153846153846,208
500101037,7,9.502450980392156,10.299019607843137,0.4751225490196078,0.5149509803921568,408
500101037,8,5.629343629343629,14.14092664092664,0.28146718146718147,0.707046332046332,518
500101037,9,5.9941176470588236,13.809803921568628,0.29970588235294116,0.6904901960784313,510
500101037,10,7.734989648033126,12.109730848861284,0.3867494824016563,0.6054865424430642,483
500101037,11,7.087155963302752,12.76605504587156,0.3543577981651376,0.638302752293578,436
500101037,12,4.752873563218391,15.10344827586207,0.23764367816091955,0.7551724137931034,522
500101037,13,6.041904761904762,13.824761904761905,0.3020952380952381,0.6912380952380952,525
500101037,14,6.988349514563107,12.879611650485437,0.34941747572815535,0.6439805825242718,515
500101037,15,7.368852459016393,12.524590163934427,0.3684426229508197,0.6262295081967213,488
500101037,16,5.9,14.0125,0.295,0.700625,480
500101037,17,3.638095238095238,16.278095238095236,0.1819047619047619,0.8139047619047619,525
500101037,18,2.959927140255009,16.959927140255008,0.14799635701275046,0.8479963570127504,549
500101037,19,3.8409961685823757,16.080459770114942,0.19204980842911878,0.8040229885057472,522
500101037,20,5.594285714285714,14.316190476190476,0.2797142857142857,0.7158095238095238,525
500101037,21,6.654343807763401,13.243992606284658,0.33271719038817005,0.6621996303142329,541
500101037,22,6.671153846153846,13.228846153846154,0.33355769230769233,0.6614423076923077,520
500101037,23,7.966367713004484,11.923766816143498,0.3983183856502242,0.5961883408071749,446
500101038,0,1.5675675675675675,25.33108108108108,0.05805805805805806,0.9381881881881882,148
500101038,1,1.9714285714285715,24.542857142857144,0.07301587301587302,0.908994708994709,70
500101038,2,2.1666666666666665,23.98611111111111,0.08024691358024691,0.8883744855967078,72
500101038,3,1.9411764705882353,25.0,0.0718954248366013,0.9259259259259259,51
500101038,4,2.35,24.466666666666665,0.08703703703703704,0.9061728395061729,60
500101038,5,2.9285714285714284,24.023809523809526,0.10846560846560846,0.8897707231040565,42
500101038,6,2.15,24.725,0.07962962962962963,0.9157407407407407,120
500101038,7,2.288065843621399,24.580246913580247,0.08474317939338516,0.9103795153177869,243
500101038,8,4.36504854368932,22.524271844660195,0.16166846458108594,0.8342322905429701,515
500101038,9,10.190036900369003,16.706642066420663,0.3774087740877409,0.6187645209785431,542
500101038,10,15.597069597069597,11.300366300366301,0.577669244335911,0.41853208519875185,546
500101038,11,17.626415094339624,9.267924528301887,0.6528301886792452,0.343256464011181,530
500101038,12,16.553153153153154,10.313513513513513,0.6130797464130797,0.38198198198198197,555
500101038,13,12.971880492091389,13.887521968365554,0.480440018225607,0.5143526654950205,569
500101038,14,11.442446043165468,15.428057553956835,0.4237942978950173,0.5714095390354383,556
500101038,15,10.492537313432836,16.425373134328357,0.38861249309010504,0.6083471531232725,536
500101038,16,7.795880149812734,19.136704119850187,0.28873630184491605,0.7087668192537107,534
500101038,17,3.2670349907918967,23.664825046040516,0.12100129595525544,0.8764750017052043,543
500101038,18,2.3703703703703702,24.55925925925926,0.0877914951989026,0.90960219478738,540
500101038,19,2.7113821138211383,24.213414634146343,0.10042155977115327,0.8967931345980127,492
500101038,20,1.646153846153846,25.26923076923077,0.06096866096866097,0.9358974358974359,390
500101038,21,1.2451253481894151,25.657381615598887,0.046115753636645,0.9502733931703291,359
500101038,22,1.065743944636678,25.837370242214533,0.0394719979495066,0.9569396386005382,289
500101038,23,1.2289719626168225,25.66355140186916,0.04551748009691935,0.9505019037729318,214
500101039,0,3.625,23.941176470588236,0.12946428571428573,0.8550420168067226,136
500101039,1,3.397727272727273,23.897727272727273,0.12134740259740259,0.8534902597402597,88
500101039,2,3.5961538461538463,23.01923076923077,0.12843406593406592,0.8221153846153846,52
500101039,3,3.63265306122449,23.93877551020408,0.12973760932944606,0.8549562682215743,49
500101039,4,3.3333333333333335,24.357142857142858,0.11904761904761904,0.8698979591836735,42
500101039,5,3.6338028169014085,24.08450704225352,0.12977867203219315,0.8601609657947686,71
500101039,6,3.187192118226601,24.467980295566502,0.11382828993666431,0.8738564391273751,203
500101039,7,7.338461538461538,20.305128205128206,0.2620879120879121,0.7251831501831502,390
500101039,8,14.301204819277109,13.291164658634537,0.5107573149741824,0.47468445209409066,498
500101039,9,16.81891348088531,10.754527162977867,0.6006754814601897,0.3840902558206381,497
500101039,10,15.89240506329114,11.649789029535865,0.5675858951175407,0.41606389391199516,474
500101039,11,17.041304347826088,10.502173913043478,0.6086180124223602,0.3750776397515528,460
500101039,12,17.275929549902152,10.262230919765166,0.6169974839250769,0.3665082471344702,511
500101039,13,16.83365949119374,10.722113502935422,0.6012021246854906,0.38293262510483644,511
500101039,14,17.7863436123348,9.76431718061674,0.6352265575833858,0.348725613593455,454
500101039,15,14.455645161290322,13.175403225806452,0.5162730414746544,0.4705501152073733,496
500101039,16,13.493617021276595,14.16595744680851,0.4819148936170213,0.5059270516717326,470
500101039,17,6.545631067961165,21.08155339805825,0.23377253814147017,0.7529126213592233,515
500101039,18,5.363813229571984,22.317120622568094,0.19156475819899946,0.7970400222345748,514
500101039,19,4.846153846153846,22.810096153846153,0.17307692307692307,0.8146462912087912,416
500101039,20,3.904191616766467,23.775449101796408,0.1394354148845167,0.8491231822070145,334
